3,373669e-05 15000000 1 568
1,081022e-04 15000000 1 527
5,792824e-05 15000000 1 539
2,144518e-04 15000000 1 550
2,015580e-04 15000000 1 534
4,163077e-05 15000000 1 533
5,164692e-05 15000000 1 533
1,285589e-04 15000000 1 534
2,192136e-04 15000000 1 533
1,124312e-04 15000000 1 517
7,597812e-07 30000000 2 534
8,479359e-05 30000000 2 534
1,079241e-04 30000000 2 533
3,399966e-05 30000000 2 596
1,397975e-04 30000000 2 535
8,229788e-05 30000000 2 533
9,990270e-05 30000000 2 550
6,141675e-05 30000000 2 549
3,166539e-05 30000000 2 536
1,612728e-04 30000000 2 547
3,186927e-05 45000000 3 580
1,809831e-05 45000000 3 564
5,512711e-05 45000000 3 614
8,215306e-06 45000000 3 563
1,024067e-04 45000000 3 580
1,195847e-05 45000000 3 544
3,046288e-05 45000000 3 595
7,218852e-05 45000000 3 565
4,398752e-05 45000000 3 596
2,807784e-05 45000000 3 597
6,682802e-05 60000000 4 580
1,703603e-05 60000000 4 596
5,326802e-05 60000000 4 596
7,704805e-05 60000000 4 612
9,574345e-05 60000000 4 612
1,542326e-05 60000000 4 581
1,115104e-04 60000000 4 615
1,765477e-06 60000000 4 596
1,025374e-05 60000000 4 607
4,733913e-05 60000000 4 611
5,288621e-05 75000000 5 596
9,485553e-06 75000000 5 634
4,290736e-06 75000000 5 621
1,150576e-05 75000000 5 617
5,190157e-05 75000000 5 612
1,024151e-04 75000000 5 643
5,547497e-05 75000000 5 611
1,138742e-04 75000000 5 612
9,782805e-06 75000000 5 617
4,498347e-05 75000000 5 627
8,030314e-05 90000000 6 627
7,133969e-05 90000000 6 643
3,486263e-05 90000000 6 628
5,236260e-05 90000000 6 627
8,704633e-06 90000000 6 643
1,688166e-05 90000000 6 643
5,325969e-05 90000000 6 627
7,364567e-05 90000000 6 643
4,343978e-07 90000000 6 628
2,135797e-05 90000000 6 630
4,929641e-06 120000000 8 643
2,744476e-05 120000000 8 643
7,309040e-05 120000000 8 659
5,333168e-05 120000000 8 659
7,189641e-06 120000000 8 722
7,497340e-06 120000000 8 706
1,059059e-04 120000000 8 690
1,277900e-05 120000000 8 705
3,599349e-08 120000000 8 707
7,486730e-06 120000000 8 721
2,973871e-05 150000000 10 957
6,482920e-05 150000000 10 957
3,760717e-05 150000000 10 956
2,538423e-05 150000000 10 1020
6,506670e-05 150000000 10 956
1,468886e-05 150000000 10 972
8,101966e-06 150000000 10 988
4,421969e-05 150000000 10 957
6,243036e-06 150000000 10 956
8,913109e-05 150000000 10 994
6,195434e-05 180000000 12 1192
2,243440e-05 180000000 12 1099
6,695744e-06 180000000 12 1082
3,039922e-05 180000000 12 1119
8,711706e-06 180000000 12 1101
2,731515e-05 180000000 12 1074
7,473834e-06 180000000 12 1114
4,085268e-05 180000000 12 1113
