2,233891e-05 120000000 1 5259
2,335978e-05 120000000 1 4852
9,903600e-06 120000000 1 4864
3,633393e-05 120000000 1 5031
5,772436e-05 120000000 1 5008
3,665453e-05 120000000 1 5032
7,940126e-05 120000000 1 5147
7,388952e-06 120000000 1 5086
1,795684e-05 120000000 1 5021
5,603960e-05 120000000 1 5012
3,755640e-05 120000000 2 2534
5,078520e-05 120000000 2 2553
4,294645e-05 120000000 2 2605
2,413434e-05 120000000 2 2994
3,295650e-06 120000000 2 2547
3,948520e-05 120000000 2 2577
4,869725e-05 120000000 2 2559
1,239703e-05 120000000 2 2537
5,771603e-05 120000000 2 2530
2,152191e-05 120000000 2 2533
1,595149e-05 120000000 3 1714
5,163403e-05 120000000 3 1710
3,841356e-05 120000000 3 1718
9,694242e-05 120000000 3 1696
5,076626e-05 120000000 3 1706
1,208933e-05 120000000 3 1699
1,221665e-05 120000000 3 1703
3,225956e-05 120000000 3 1700
4,499425e-05 120000000 3 1704
5,473224e-05 120000000 3 1700
4,884914e-06 120000000 4 1329
7,370017e-06 120000000 4 1328
1,085020e-05 120000000 4 1386
5,751215e-05 120000000 4 1376
4,004257e-06 120000000 4 1333
2,894082e-05 120000000 4 1596
7,996361e-05 120000000 4 1359
3,229140e-05 120000000 4 1489
2,675280e-05 120000000 4 1344
2,986392e-05 120000000 4 1352
7,644326e-05 120000000 5 1390
5,347190e-05 120000000 5 1618
1,708964e-04 120000000 5 1334
9,659562e-06 120000000 5 1398
2,882410e-05 120000000 5 1345
3,754579e-05 120000000 5 1330
7,407716e-05 120000000 5 1968
4,382711e-05 120000000 5 1423
1,004382e-05 120000000 5 1513
7,826261e-06 120000000 5 1488
3,321449e-05 120000000 6 1396
5,351769e-06 120000000 6 1377
4,964989e-05 120000000 6 1329
4,191496e-05 120000000 6 1349
8,294739e-05 120000000 6 1351
4,658351e-05 120000000 6 1332
7,235600e-05 120000000 6 1347
3,556166e-05 120000000 6 1362
1,016299e-04 120000000 6 1366
3,829684e-05 120000000 6 1342
1,508144e-05 120000000 8 1367
4,838955e-05 120000000 8 1354
5,950689e-05 120000000 8 1437
1,325484e-04 120000000 8 1372
7,066063e-05 120000000 8 1366
1,140194e-05 120000000 8 1371
4,218749e-06 120000000 8 1366
9,990768e-06 120000000 8 1362
6,054899e-05 120000000 8 1361
6,990730e-05 120000000 8 1361
