6,225497e-05 120000000 4 1208
3,722520e-05 120000000 5 1004
6,470824e-05 120000000 5 1020
7,468195e-05 120000000 5 1114
3,150623e-05 120000000 5 1003
3,418232e-05 120000000 5 989
1,157171e-05 120000000 5 1019
7,969835e-05 120000000 5 1020
3,566548e-05 120000000 5 1002
9,480746e-05 120000000 5 1082
3,828623e-05 120000000 5 1002
5,255941e-05 120000000 6 895
8,460595e-06 120000000 6 863
1,445543e-05 120000000 6 925
4,804773e-05 120000000 6 895
9,651237e-06 120000000 6 941
4,372101e-05 120000000 6 879
7,387556e-05 120000000 6 893
1,572867e-05 120000000 6 879
3,350326e-05 120000000 6 846
2,139124e-06 120000000 6 879
