4,432779e-03 12000 1 7
4,373794e-03 12000 1 1
2,522920e-03 12000 1 1
5,010414e-03 12000 1 1
3,053436e-03 12000 1 1
4,751089e-03 12000 1 1
5,647034e-03 12000 1 0
1,190695e-03 12000 1 1
3,312761e-03 12000 1 1
5,434827e-03 12000 1 1
2,098507e-03 12000 2 1
9,313706e-04 12000 2 1
4,798207e-03 12000 2 0
3,524968e-03 12000 2 1
4,479898e-03 12000 2 1
3,843278e-03 12000 2 0
4,267691e-03 12000 2 0
4,008541e-04 12000 2 1
1,402919e-02 12000 2 1
1,886475e-04 12000 2 0
3,524968e-03 12000 3 1
6,236535e-03 12000 3 1
8,511823e-03 12000 3 1
1,292104e-02 12000 3 1
8,617926e-03 12000 3 3
2,039522e-03 12000 3 1
2,310713e-03 12000 3 1
3,418865e-03 12000 3 1
4,586001e-03 12000 3 1
7,934188e-03 12000 3 1
4,267691e-03 12000 4 1
2,251728e-03 12000 4 1
1,461887e-03 12000 4 1
4,479898e-03 12000 4 1
3,418690e-04 12000 4 1
1,296624e-04 12000 4 1
1,249680e-03 12000 4 1
5,328724e-03 12000 4 1
7,403672e-03 12000 4 1
1,143577e-03 12000 4 1
1,567990e-03 12000 5 1
3,206658e-03 12000 5 1
3,737174e-03 12000 5 1
3,583953e-03 12000 5 2
1,190695e-03 12000 5 1
2,676141e-03 12000 5 1
2,145625e-03 12000 5 0
3,524968e-03 12000 5 1
1,933418e-03 12000 5 1
5,647034e-03 12000 5 0
5,175502e-03 12000 6 1
9,360649e-03 12000 6 1
5,918225e-03 12000 6 1
4,008541e-04 12000 6 1
3,583953e-03 12000 6 0
6,130607e-04 12000 6 0
1,026846e-02 12000 6 1
8,405719e-03 12000 6 0
1,886475e-04 12000 6 1
8,299616e-03 12000 6 1
1,339065e-04 12000000 1 456
1,714671e-04 12000000 1 441
5,835265e-05 12000000 1 428
8,487847e-05 12000000 1 432
1,856766e-04 12000000 1 431
1,300868e-04 12000000 1 431
5,496567e-05 12000000 1 430
2,716203e-04 12000000 1 423
1,634407e-05 12000000 1 429
5,251697e-05 12000000 1 432
9,645206e-05 12000000 2 217
1,531029e-04 12000000 2 223
8,059688e-06 12000000 2 217
9,401168e-05 12000000 2 218
1,065235e-04 12000000 2 229
4,202107e-05 12000000 2 219
6,653093e-05 12000000 2 219
9,910464e-05 12000000 2 221
1,569309e-04 12000000 2 220
8,700886e-05 12000000 2 220
9,157131e-05 12000000 3 171
8,265863e-05 12000000 3 149
9,545134e-06 12000000 3 147
4,181572e-04 12000000 3 159
5,601838e-05 12000000 3 143
1,974541e-04 12000000 3 149
6,264257e-06 12000000 3 147
1,220146e-04 12000000 3 149
3,119021e-05 12000000 3 165
1,250999e-04 12000000 3 150
2,100887e-04 12000000 4 109
2,044569e-04 12000000 4 111
5,945947e-06 12000000 4 116
5,931590e-05 12000000 4 112
1,454031e-05 12000000 4 128
9,061638e-05 12000000 4 127
1,381423e-04 12000000 4 130
6,950182e-05 12000000 4 117
1,103891e-05 12000000 4 138
1,428109e-04 12000000 4 119
1,141630e-04 12000000 5 113
3,742305e-04 12000000 5 104
2,471791e-05 12000000 5 107
1,028183e-04 12000000 5 104
2,403281e-04 12000000 5 111
7,268492e-05 12000000 5 104
2,736362e-04 12000000 5 103
3,469162e-05 12000000 5 102
1,156942e-05 12000000 5 105
3,047245e-04 12000000 5 115
1,732708e-04 12000000 6 92
2,266325e-04 12000000 6 96
1,240306e-04 12000000 6 94
9,262401e-05 12000000 6 96
1,267893e-04 12000000 6 92
1,062052e-04 12000000 6 88
8,802411e-06 12000000 6 88
2,577894e-05 12000000 6 96
5,846708e-05 12000000 6 91
2,530605e-04 12000000 6 90
6,807171e-05 120000000 1 4285
1,873866e-06 120000000 1 4283
1,825393e-05 120000000 1 4253
3,197309e-05 120000000 1 4280
8,061312e-05 120000000 1 4278
5,416157e-05 120000000 1 4227
5,092313e-05 120000000 1 4218
6,383591e-05 120000000 1 4281
4,314805e-05 120000000 1 4283
7,059697e-05 120000000 1 4274
5,407440e-05 120000000 2 2149
1,047656e-05 120000000 2 2142
3,353280e-05 120000000 2 2159
2,601237e-05 120000000 2 2148
1,062772e-04 120000000 2 2149
2,915074e-05 120000000 2 2146
1,245008e-05 120000000 2 2148
8,449422e-05 120000000 2 2241
9,739866e-05 120000000 2 2285
4,423863e-05 120000000 2 2149
2,542317e-06 120000000 3 1442
1,573096e-05 120000000 3 1664
4,957562e-05 120000000 3 1459
1,417124e-05 120000000 3 1428
1,089265e-05 120000000 3 1427
6,457528e-06 120000000 3 1600
1,052586e-04 120000000 3 1663
6,083881e-06 120000000 3 1458
8,297694e-05 120000000 3 1506
1,984776e-05 120000000 3 1459
6,545096e-05 120000000 4 1318
2,659030e-06 120000000 4 1224
8,968495e-05 120000000 4 1223
3,189547e-06 120000000 4 1228
3,878492e-05 120000000 4 1328
2,595931e-05 120000000 4 1277
1,699359e-05 120000000 4 1218
6,782448e-08 120000000 4 1255
6,892886e-05 120000000 4 1239
