9,320546e-05 25000000 1 894
1,095029e-04 25000000 1 879
2,230283e-05 25000000 1 899
7,440379e-05 25000000 1 1034
1,339491e-04 25000000 1 1032
7,302869e-05 25000000 1 907
2,120155e-04 25000000 1 886
1,996483e-04 25000000 1 879
8,006563e-05 25000000 1 878
6,850461e-05 25000000 1 880
5,452444e-05 50000000 2 925
1,688748e-05 50000000 2 973
5,579768e-05 50000000 2 925
2,692061e-05 50000000 2 926
4,468638e-05 50000000 2 926
4,552672e-05 50000000 2 941
3,865123e-05 50000000 2 910
6,857236e-05 50000000 2 979
1,513416e-04 50000000 2 998
3,714880e-05 50000000 2 890
7,390315e-05 75000000 3 914
2,664050e-05 75000000 3 957
3,578219e-05 75000000 3 1004
6,777960e-06 75000000 3 933
6,634859e-05 75000000 3 935
3,634242e-05 75000000 3 972
2,722602e-05 75000000 3 1004
2,080441e-07 75000000 3 1004
5,682476e-05 75000000 3 988
2,985739e-05 75000000 3 993
6,552858e-06 100000000 4 957
8,857421e-06 100000000 4 1020
4,424940e-05 100000000 4 1003
3,916917e-05 100000000 4 1004
2,130636e-06 100000000 4 1021
7,144580e-05 100000000 4 1019
5,955782e-05 100000000 4 1020
9,591820e-06 100000000 4 973
6,737551e-05 100000000 4 1019
1,956129e-05 100000000 4 1004
1,018006e-05 125000000 5 1020
5,238075e-07 125000000 5 1038
1,418466e-05 125000000 5 1035
3,998558e-05 125000000 5 1035
8,264267e-05 125000000 5 1021
1,056866e-05 125000000 5 1049
3,405738e-05 125000000 5 1035
1,188264e-05 125000000 5 1036
8,564751e-05 125000000 5 1020
6,045927e-05 125000000 5 1051
4,694442e-05 150000000 6 1097
1,586040e-05 150000000 6 1067
3,861744e-05 150000000 6 1051
5,810649e-05 150000000 6 1051
1,833898e-05 150000000 6 1066
3,939836e-05 150000000 6 1051
2,226904e-05 150000000 6 1050
2,915302e-05 150000000 6 1052
2,641115e-05 150000000 6 1049
6,251190e-05 150000000 6 1055
3,679458e-05 200000000 8 1144
4,893264e-05 200000000 8 1083
1,251162e-05 200000000 8 1098
2,178080e-05 200000000 8 1083
3,426720e-05 200000000 8 1113
4,276379e-05 200000000 8 1145
3,598942e-06 200000000 8 1080
3,747650e-06 200000000 8 1108
4,006379e-06 200000000 8 1082
9,088890e-06 200000000 8 1097
6,499382e-06 250000000 10 1506
3,146681e-06 250000000 10 1475
4,711928e-05 250000000 10 1631
8,409241e-06 250000000 10 1604
2,318238e-05 250000000 10 1647
9,772620e-06 250000000 10 1505
2,100769e-05 250000000 10 1554
4,545898e-05 250000000 10 1521
3,822188e-05 250000000 10 1489
1,436981e-06 250000000 10 1506
3,051098e-05 300000000 12 1820
1,942107e-05 300000000 12 1850
2,156860e-05 300000000 12 1898
1,400555e-05 300000000 12 1740
1,160778e-05 300000000 12 1804
3,678381e-05 300000000 12 1803
1,630604e-05 300000000 12 1773
1,369149e-05 300000000 12 1835
4,598084e-05 300000000 12 1757
3,616417e-05 300000000 12 1787
